Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
Tongs,,item,Food,newKey,Tongs,,,,,,,,Szczypce,,,,,,

farmLifeTongsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Anvil on a Forge. The Tongs are a tool used in the Wood Grill for crafting.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Kowadła w Kuźni. Szczypce to narzędzie używane do rzemiosła na Drewnianym Grillu.,,,,,,

Turkey Rack,,item,Food,newKey,Turkey Rack,,,,,,,,Stojak na Indyka,,,,,,

farmLifeTurkeyRackDesc,,item,Food,newKey,Type: Advanced Farming(Tool and Die Set required to craft.)Sand/Clay\nUnlocked by: Farm Forge\n\nThe Turkey Rack is a tool used in the Cold Smoker for crafting.,,,,,,,,Typ: Zaawansowane Rolnictwo (Wymagany Zestaw Matryc i Narzędzi.) Piasek/Glina\nOdblokowane przez: Kuźnia FarmLife\n\nStojak na Indyka to narzędzie używane do rzemiosła w Zimnej Wędzarni.,,,,,,

Ume,,item,Food,newKey,Ume,,,,,,,,Morela Japońska (Ume),,,,,,

farmLifeUmeDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Veal,,item,Food,newKey,Veal,,,,,,,,Cielęcina,,,,,,

farmLifeVealDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Vegetable Pasta Meal,,item,Food,newKey,Vegetable Pasta Meal,,,,,,,,Warzywne Danie z Makaronem,,,,,,

farmLifeVegetablePastaMealDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cooking Pot on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Garnka w Piekarniku Gazowym. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Veggie Attachment,,item,Food,newKey,Veggie Attachment,,,,,,,,Przystawka do Warzyw,,,,,,

farmLifeVeggieAttachmentDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. The Veggie Attachment is a tool used in the KitchNaid for crafting.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Stołu Roboczego. Przystawka do Warzyw to narzędzie używane do rzemiosła w KitchNaid.,,,,,,

Veggie Mash,,item,Food,newKey,Veggie Mash,,,,,,,,Warzywne Puree,,,,,,

farmLifeVeggieMashDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Cast Iron Skillet with a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Żeliwnej Patelni w Piekarniku Gazowym. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Vodka,,item,Food,newKey,Vodka,,,,,,,,Wódka,,,,,,

farmLifeVodkaDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Mixing Cask on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Beczki do Mieszania na Stacji Piwowarskiej. Trunki postawią cię na nogi, ale spożywaj je odpowiedzialnie. Przedawkowanie może skutkować śmiercią.",,,,,,

Vodka Mash,,item,Food,newKey,Vodka Mash,,,,,,,,Zacier na Wódkę,,,,,,

farmLifeVodkaMashDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Zaciernika na Kuchence Piwowarskiej. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

Walnut,,item,Food,newKey,Walnut,,,,,,,,Orzech Włoski,,,,,,

farmLifeWalnutDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Walnut Shelve,,item,Food,newKey,Walnut Shelve,,,,,,,,Półka z Orzecha Włoskiego,,,,,,

farmLifeWalnutShelveDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\n An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\n Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

Walnut Wood Plank,,item,Food,newKey,Walnut Wood Plank,,,,,,,,Deska z Orzecha Włoskiego,,,,,,

farmLifeWalnutWoodPlankDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nThese Walnut Wood Planks are used in crafting, can be turned into Wood Ash, or shredded into wood chips for grilling and smoking.",,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nTe Deski z Orzecha Włoskiego są używane w rzemiośle, można je zamienić w Popiół Drzewny lub rozdrobić na wióry do grillowania i wędzenia.",,,,,,

Walnut Woodchips,,item,Food,newKey,Walnut Woodchips,,,,,,,,Wióry z Orzecha Włoskiego,,,,,,

farmLifeWalnutWoodchipsDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\n An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\n Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

Wheat,,item,Food,newKey,Wheat,,,,,,,,Pszenica,,,,,,

farmLifeWheatDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Wheat Bread,,item,Food,newKey,Wheat Bread,,,,,,,,Chleb Pszenny,,,,,,

farmLifeWheatBreadDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Baking Sheet on a Gas Oven. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Blachy do Pieczenia w Piekarniku Gazowym. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Wheat Flour,,item,Food,newKey,Wheat Flour,,,,,,,,Mąka Pszenna,,,,,,

farmLifeWheatFlourDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Grain Miller on a Kitchnaid. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Młynka do Ziarna w KitchNaid. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

Whipped Cream,,item,Food,newKey,Whipped Cream,,,,,,,,Bita Śmietana,,,,,,

farmLifeWhippedCreamDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Mixing Bowl on a Kitchnaid. Some tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Miski do Mieszania w KitchNaid. Pyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Whiskey,,item,Food,newKey,Whiskey,,Whiskey,,,,,,Whiskey,,,,,,

farmLifeWhiskeyDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Mixing Cask on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Beczki do Mieszania na Stacji Piwowarskiej. Trunki postawią cię na nogi, ale spożywaj je odpowiedzialnie. Przedawkowanie może skutkować śmiercią.",,,,,,

Whiskey Mash,,item,Food,newKey,Whiskey Mash,,,,,,,,Zacier na Whiskey,,,,,,

farmLifeWhiskeyMashDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Zaciernika na Kuchence Piwowarskiej. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

White Oak Plank,,item,Food,newKey,White Oak Plank,,,,,,,,Deska z Białego Dębu,,,,,,

farmLifeWhiteOakPlankDesc,,item,Food,newKey,"Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nThese White Oak Planks are used in crafting, can be turned into Wood Ash, or shredded into wood chips for grilling and smoking.",,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nTe Deski z Białego Dębu są używane w rzemiośle, można je zamienić w Popiół Drzewny lub rozdrobić na wióry do grillowania i wędzenia.",,,,,,

White Rum,,item,Food,newKey,White Rum,,,,,,,,Biały Rum,,,,,,

farmLifeWhiteRumDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Mixing Cask on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Beczki do Mieszania na Stacji Piwowarskiej. Trunki postawią cię na nogi, ale spożywaj je odpowiedzialnie. Przedawkowanie może skutkować śmiercią.",,,,,,

White Rum Mash,,item,Food,newKey,White Rum Mash,,,,,,,,Zacier na Biały Rum,,,,,,

farmLifeWhiteRumMashDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Masher on a Brew Cooker. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Zaciernika na Kuchence Piwowarskiej. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

White Zin,,item,Food,newKey,White Zin,,,,,,,,White Zinfandel,,,,,,

farmLifeWhiteZinDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Floor Corker on a Brew Station. Libations will get you going but please use responsibly. Death can occur from overuse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Korkownicy na Stacji Piwowarskiej. Trunki postawią cię na nogi, ale spożywaj je odpowiedzialnie. Przedawkowanie może skutkować śmiercią.",,,,,,

Whole Chicken,,item,Food,newKey,Whole Chicken,,,,,,,,Cały Kurczak,,,,,,

farmLifeWholeChickenDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Whole Salmon,,item,Food,newKey,Whole Salmon,,,,,,,,Cały Łosoś,,,,,,

farmLifeWholeSalmonDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Wine Tank,,item,Food,newKey,Wine Tank,,,,,,,,Zbiornik na Wino,,,,,,

farmLifeWineTankDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. The Wine Tank is a tool used in the Brew Station for crafting.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Stołu Roboczego. Zbiornik na Wino to narzędzie używane do rzemiosła na Stacji Piwowarskiej.,,,,,,

Wok,,item,Food,newKey,Wok,,,,,,,,Wok,,,,,,

farmLifeWokDesc,,item,Food,newKey,Type: Advanced Farming(Tool and Die Set required to craft.)Sand/Clay\nUnlocked by: Farm Forge\n\nThe Wok is a tool used in the Gas Oven for crafting.,,,,,,,,Typ: Zaawansowane Rolnictwo (Wymagany Zestaw Matryc i Narzędzi.) Piasek/Glina\nOdblokowane przez: Kuźnia FarmLife\n\nWok to narzędzie używane do rzemiosła w Piekarniku Gazowym.,,,,,,

Wood Ash,,item,Food,newKey,Wood Ash,,,,,,,,Popiół Drzewny,,,,,,

farmLifeWoodAshDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nThis Wood Ash allows you to drop the PH on water to create something more alkaline.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nTen Popiół Drzewny pozwala na obniżenie pH wody, aby stworzyć roztwór bardziej zasadowy.",,,,,,

Yellow Bell,,item,Food,newKey,Yellow Bell,,,,,,,,Żółta Papryka,,,,,,

farmLifeYellowBellDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Zhang Blade,,item,Food,newKey,Zhang Blade,,,,,,,,Ostrze Zhang,,,,,,

farmLifeZhangBladeDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse the Anvil on a Forge. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Kowadła w Kuźni. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

Zhang Cleaver,,item,Food,newKey,Zhang Cleaver,,,,,,,,Tasak Zhang,,,,,,

farmLifeZhangCleaverDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. The Zhang Cleaver is a tool used in the Chopping Board for crafting.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Stołu Roboczego. Tasak Zhang to narzędzie używane do rzemiosła na Desce do Krojenia.,,,,,,

Zhang Handle,,item,Food,newKey,Zhang Handle,,,,,,,,Rękojeść Zhang,,,,,,

farmLifeZhangHandleDesc,,item,Food,newKey,Type: Farm Life Food Item\nUnlocked by: Farm Life\n\nUse a Workbench. An ingredient used for crafting yummy meals or drinks.,,,,,,,,Typ: Przedmiot Spożywczy Farm Life\nOdblokowane przez: Farm Life\n\nUżyj Stołu Roboczego. Składnik używany do tworzenia pysznych posiłków lub napojów.,,,,,,

CowManureDesc,,item,Food,newKey,Type: Farm Life Resource(Cow required to craft.)Organic\nUnlocked by: Farm Life\n\nCowManure!? This shit is Farmers Gold.,,,,,,,,Typ: Surowiec Farm Life (Wymaga Krowy) Organiczny\nOdblokowane przez: Farm Life\n\nKrowi Nawóz!? To łajno to złoto rolników.,,,,,,

Cow Chip Fuel,,item,Food,newKey,Cow Chip Fuel,,,,,,,,Opał z Krowiego Nawozu,,,,,,

CowChipFuelDesc,,item,Food,newKey,Type: Farm Life Fuel(Farm Table required to craft.)Cow Manure\nUnlocked by: Farm Life\n\nCow Manure is used for more than fertilizer. It burns well too!!,,,,,,,,Typ: Paliwo Farm Life (Wymagany Stół FarmLife) Krowi Nawóz\nOdblokowane przez: Farm Life\n\nKrowi Nawóz służy nie tylko jako nawóz. Świetnie się też pali!!,,,,,,

Sugarcane Stalk,,item,Food,newKey,Sugarcane Stalk,,,,,,,,Łodyga Trzciny Cukrowej,,,,,,

SugarcaneStalkDesc,,item,Food,newKey,Type: Farm Life Fuel(required .)\nUnlocked by: Farm Life\n\nSuprise!,,Type: Farm Life Fuel(benötigt.).\nFreischalten durch:Farm Life\n\nDies ist eine Überraschung.,,,,,,Typ: Paliwo Farm Life (wymagane .)\nOdblokowane przez: Farm Life\n\nNiespodzianka!,,,,,,

Whole Wheat,,item,Food,newKey,Whole Wheat,,,,,,,,Pełne Ziarno Pszenicy,,,,,,

WholeWheatDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Hemp,,item,Food,newKey,Hemp,,,,,,,,Konopie,,,,,,

HempDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Marijuana,,item,Food,newKey,Dutch Hybrid Marijuana,,,,,,,,Holenderska Hybrydowa Marihuana,,,,,,

MarijuanaDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

blunt,,item,Medical,newKey,Dutch Hybrid Spliff,,,,,,,,Holenderski Hybrydowy Skręt,,,,,,

Vineyard Grapes,,item,Food,newKey,Vineyard Grapes,,,,,,,,Winogrona Winnicze,,,,,,

VineyardGrapesDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,


Flax Fiber,,item,Food,newKey,Flax Fiber,,,,,,,,Włókno Lniane,,,,,,


FlaxFiberDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Jalapeno Pepper,,item,Food,newKey,Jalapeno Pepper,,,,,,,,Papryczka Jalapeño,,,,,,

JalapenoPepperDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Heirloom Tomatoes,,item,Food,newKey,Heirloom Tomatoes,,,,,,,,Pomidory Malina,,,,,,

HeirloomTomatoesDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Strawberries,,item,Food,newKey,Strawberries,,,,,,,,Truskawki,,,,,,

StrawberriesDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Herbs,,item,Food,newKey,Herbs,,,,,,,,Zioła,,,,,,

HerbsDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,

Spices,,item,Food,newKey,Spices,,,,,,,,Przyprawy,,,,,,

SpicesDesc,,item,Food,newKey,Type: Farm Life Food Item \nUnlocked by: Farm Life \n\nSome tastey morsels that will definitely keep you going against the Zombie Apocalypse.,,,,,,,,"Typ: Przedmiot Spożywczy Farm Life \nOdblokowane przez: Farm Life \n\nPyszne kąski, które z pewnością pomogą ci przetrwać apokalipsę zombie.",,,,,,
